X-axis well locations,Y-axis well locations,Layer of perforations,Injection/Production rates,Result
18,42,4,5000,0.85093766
46,48,8,10000,0.880274312
17,6,1,30000,0.673068369
19,21,4,30000,0.782341807
25,18,3,10000,0.824402978
30,34,7,5000,0.890488911
14,7,5,20000,0.810864257
47,12,8,30000,0.798401673
19,46,7,20000,0.840158443
9,11,5,5000,0.865183609
10,40,6,30000,0.781566968
29,40,4,30000,0.772997321
24,26,5,20000,0.842950719
34,45,4,20000,0.808672563
13,35,3,20000,0.792911447
8,23,1,5000,0.698747887
18,29,6,20000,0.848879878
2,4,1,30000,0.670566421
32,42,2,20000,0.761881687
4,35,6,30000,0.787994585
4,22,6,5000,0.88302064
43,20,2,30000,0.731742674
49,17,4,5000,0.856111317
43,27,1,30000,0.679271066
12,23,1,30000,0.683978628
40,2,7,20000,0.836065692
30,17,7,5000,0.890450887
25,1,3,10000,0.831223933
24,43,6,30000,0.792287403
11,15,5,20000,0.824020698
48,25,3,20000,0.792520181
46,40,2,10000,0.771564283
32,31,1,30000,0.690599146
1,39,1,30000,0.673791803
42,19,3,30000,0.755987944
6,32,6,5000,0.881909453
15,27,8,30000,0.816616217
7,36,1,10000,0.694455497
7,39,8,10000,0.87916425
33,38,6,30000,0.796455675
36,8,2,30000,0.72605019
5,8,4,10000,0.824160376
41,8,3,10000,0.806096021
18,32,8,5000,0.904852208
12,19,6,10000,0.854802092
9,16,8,20000,0.854779087
13,9,3,5000,0.82168037
32,7,2,30000,0.731601292
32,14,1,30000,0.683819568
34,10,5,30000,0.782193577
4,44,3,5000,0.821476938
11,30,7,10000,0.864569786
23,2,6,30000,0.789886098
17,31,4,5000,0.851070352
34,4,6,20000,0.835243299
5,39,3,20000,0.787873662
11,34,5,5000,0.865389471
36,11,8,5000,0.900428357
31,38,7,10000,0.867659196
46,5,2,20000,0.754086636
31,15,5,20000,0.833100524
9,4,4,20000,0.796747996
39,38,1,20000,0.690576304
34,21,7,30000,0.807602929
46,42,4,20000,0.788801514
13,1,8,20000,0.842545842
36,50,5,5000,0.86952577
17,14,4,5000,0.848443528
14,21,5,10000,0.849319346
24,33,8,5000,0.907388932
8,49,1,30000,0.673224393
13,42,6,5000,0.877886234
22,44,1,10000,0.701353543
28,24,4,10000,0.839553633
14,15,3,30000,0.755852812
11,7,6,30000,0.783171661
47,15,7,30000,0.794515867
21,43,2,10000,0.78192858
41,20,1,5000,0.697089842
7,23,2,10000,0.78329288
2,43,5,10000,0.845069817
2,45,2,5000,0.798367842
50,8,4,30000,0.756863094
21,26,6,30000,0.805185645
19,8,6,10000,0.854831623
16,12,7,20000,0.847426207
9,49,3,10000,0.815287966
31,4,7,10000,0.861551627
29,42,3,30000,0.756914371
11,11,2,30000,0.724121623
18,26,6,10000,0.863765133
16,39,5,10000,0.84183312
32,50,1,30000,0.679557954
2,25,5,20000,0.824647076
20,8,7,10000,0.860761248
21,19,3,10000,0.826630117
25,42,8,20000,0.858658097
7,45,3,30000,0.74657192
33,13,3,5000,0.825955808
40,45,7,30000,0.790616789
14,27,1,10000,0.708142773
46,35,5,5000,0.868990564
30,26,3,10000,0.823519803
22,34,5,10000,0.852774845
22,36,2,5000,0.791337735
16,4,1,20000,0.696665472
29,45,7,10000,0.864237437
50,30,6,20000,0.830300629
2,8,5,20000,0.814198957
34,25,5,10000,0.853160505
37,34,4,5000,0.848319573
28,33,5,20000,0.837761515
49,18,4,30000,0.767388542
7,50,4,5000,0.848178657
31,44,2,30000,0.731429645
19,13,7,30000,0.803864051
10,25,2,10000,0.782847903
25,17,8,5000,0.909898477
48,41,5,20000,0.817471125
15,7,8,20000,0.852900164
43,29,4,5000,0.854322483
48,37,3,5000,0.831623389
9,24,3,10000,0.813852357
32,29,6,10000,0.863730671
37,17,4,5000,0.848377641
33,18,6,20000,0.846080387
23,1,7,20000,0.839739213
7,26,5,5000,0.870731471
29,10,7,20000,0.85011281
23,10,1,20000,0.701260798
38,23,7,10000,0.867148473
12,4,6,10000,0.853412386
40,10,3,20000,0.785543976
22,2,2,5000,0.807087369
31,20,1,5000,0.714229459
20,31,2,30000,0.742142644
4,45,3,30000,0.745764874
6,18,1,30000,0.677361989
5,5,5,10000,0.842193877
14,30,3,10000,0.815207559
3,43,1,30000,0.672001294
13,42,8,10000,0.878763591
31,34,5,30000,0.791929885
42,50,8,20000,0.841607438
50,30,3,10000,0.830102178
14,32,1,5000,0.711612362
1,43,6,30000,0.77826824
36,14,3,30000,0.755636558
8,48,2,20000,0.754449268
39,39,6,5000,0.876757409
41,48,6,20000,0.828465183
39,11,4,5000,0.847973726
10,17,3,5000,0.827760736
6,23,4,30000,0.773043495
12,20,3,10000,0.812874615
33,40,3,20000,0.79257435
34,44,8,30000,0.804854386
25,23,2,10000,0.807723422
35,45,8,10000,0.880603414
36,7,3,5000,0.824919288
39,50,1,5000,0.70886392
10,11,4,20000,0.790209187
36,17,7,10000,0.863694276
4,33,6,30000,0.788307491
29,44,3,30000,0.756889893
6,6,4,30000,0.760162961
34,44,4,10000,0.83162445
8,2,8,30000,0.797047916
6,26,8,10000,0.877504229
15,44,7,10000,0.858700474
44,13,3,5000,0.821633558
11,30,7,30000,0.803849326
41,36,1,10000,0.692809736
12,49,1,5000,0.710622323
42,16,8,20000,0.854565759
4,33,2,10000,0.784421171
30,21,6,5000,0.88339116
45,47,8,10000,0.8708383
24,19,3,30000,0.767828225
6,45,1,30000,0.66763361
14,29,1,10000,0.70671881
8,7,3,20000,0.779729757
8,2,4,10000,0.833084
34,31,4,30000,0.780177599
35,39,3,10000,0.810125191
39,38,4,5000,0.847454063
38,10,4,20000,0.791300279
5,48,4,10000,0.828727244
35,15,8,30000,0.809712073
14,44,7,20000,0.83727768
27,21,7,5000,0.89437255
11,8,3,30000,0.747955532
47,39,2,5000,0.786377756
22,21,1,5000,0.71604168
29,34,6,30000,0.801311523
48,43,5,20000,0.814926388
14,48,3,20000,0.786570049
42,26,6,10000,0.854925411
4,48,2,5000,0.789246803
34,36,5,5000,0.86677821
18,27,3,10000,0.82198333
16,45,7,10000,0.861758352
47,49,7,10000,0.866683168
15,20,2,20000,0.768927722
4,10,1,30000,0.671038857
6,49,2,30000,0.722692618
1,30,4,10000,0.839429886
4,23,6,10000,0.858299875
49,25,5,5000,0.875757823
48,1,2,30000,0.718345966
30,32,4,10000,0.8393899
17,19,3,5000,0.827656957
34,19,5,5000,0.866629586
8,6,1,20000,0.686695708
15,19,8,5000,0.906540439
50,36,2,30000,0.7241231
14,32,3,10000,0.81378963
45,19,1,5000,0.700500383
3,45,1,30000,0.669865584
45,17,4,10000,0.832313767
11,29,1,10000,0.702334279
47,9,4,20000,0.796877864
31,31,6,20000,0.849346847
2,47,8,30000,0.793513127
15,3,2,20000,0.75930847
18,15,3,20000,0.797095268
20,45,3,30000,0.75406077
15,31,4,20000,0.818415741
22,50,8,20000,0.849108262
14,2,7,5000,0.889976128
8,28,6,30000,0.791963581
46,30,3,20000,0.791168153
41,16,4,10000,0.83002841
49,39,5,10000,0.843379504
27,42,4,30000,0.772923811
16,22,5,30000,0.792227804
16,10,7,20000,0.840588989
13,33,7,20000,0.850461001
6,50,7,20000,0.827194923
11,39,3,20000,0.786554482
47,19,6,30000,0.788359741
44,32,3,5000,0.828368976
6,45,8,10000,0.877663131
18,37,8,30000,0.810497117
15,8,5,20000,0.822295127
32,35,7,10000,0.867310491
25,8,5,30000,0.783950278
11,12,1,10000,0.69077666
22,8,5,30000,0.783386309
19,2,8,30000,0.80413511
37,30,2,10000,0.784634094
13,47,1,30000,0.670747637
39,37,2,20000,0.759192884
23,44,4,20000,0.812494083
7,50,2,30000,0.719840275
19,31,6,10000,0.863267883
10,47,1,10000,0.697188952
46,40,4,5000,0.845167436
38,2,1,10000,0.709375435
33,24,1,5000,0.714679121
47,40,8,30000,0.798313612
37,46,4,30000,0.764965046
45,49,7,10000,0.868207881
24,16,3,20000,0.801767053
5,11,7,10000,0.859372895
5,16,6,20000,0.828819406
27,24,1,20000,0.720138738
18,24,4,30000,0.782803387
39,10,4,10000,0.827979989
43,23,8,5000,0.903128203
26,35,2,20000,0.772281032
16,3,7,5000,0.889269145
47,23,8,30000,0.806754004
4,24,1,20000,0.70212097
40,19,6,5000,0.878764939
4,49,4,10000,0.838116394
20,49,1,10000,0.712554026
50,23,4,30000,0.767295814
11,3,2,5000,0.790506387
10,4,7,10000,0.862613523
44,3,6,5000,0.876011204
9,12,6,30000,0.786025877
15,45,6,5000,0.880231112
39,46,3,30000,0.749764012
7,29,7,10000,0.863081594
42,2,1,5000,0.710223869
32,42,1,5000,0.697711051
31,32,1,30000,0.69059437
34,45,1,10000,0.697732154
23,2,4,5000,0.860523062
18,36,2,10000,0.783412693
12,14,4,20000,0.809213966
47,6,8,30000,0.790516125
27,17,3,30000,0.76648483
19,33,8,20000,0.864471537
9,33,7,5000,0.888998647
45,41,8,5000,0.89356977
3,33,7,20000,0.839620101
13,9,6,10000,0.850889974
33,31,8,10000,0.8909939
18,5,6,5000,0.881643115
14,33,3,20000,0.796201075
50,33,2,20000,0.759141353
20,10,7,30000,0.802135999
2,16,6,20000,0.829333334
21,5,2,5000,0.793226621
33,41,7,30000,0.798479427
24,30,7,30000,0.815139672
19,16,8,20000,0.862624264
44,13,1,30000,0.669471995
43,39,6,20000,0.816089685
11,34,8,10000,0.88064483
28,36,2,20000,0.770282293
28,31,3,10000,0.824582688
19,21,8,30000,0.818515988
14,50,4,30000,0.762598676
21,33,4,30000,0.781751692
16,19,5,20000,0.833585869
49,43,2,5000,0.796834508
34,4,5,5000,0.869986487
30,33,5,30000,0.792947017
22,41,7,30000,0.803185503
13,44,1,20000,0.688323815
8,30,2,10000,0.781736859
41,7,3,20000,0.786712837
39,34,2,10000,0.777334742
1,22,7,10000,0.887596127
38,4,5,30000,0.776082641
33,33,1,30000,0.687727284
7,47,2,20000,0.753549276
9,48,5,30000,0.771532908
19,4,8,30000,0.803434585
29,18,8,20000,0.866238474
14,33,4,30000,0.776691699
16,29,8,30000,0.817290448
5,41,1,10000,0.69269176
2,16,7,30000,0.791854349
38,38,2,20000,0.759036711
41,24,4,30000,0.773052902
47,26,7,5000,0.893379571
34,20,2,5000,0.790453579
12,28,8,30000,0.810777349
37,14,2,20000,0.761353791
22,13,8,10000,0.892165986
23,35,3,30000,0.765598822
16,29,4,10000,0.83815748
43,32,6,5000,0.879437508
34,37,3,20000,0.794726334
40,35,5,30000,0.781841163
19,20,5,30000,0.793499886
36,42,8,10000,0.878210009
19,15,6,20000,0.843792729
43,43,3,30000,0.749011966
43,32,4,10000,0.827695511
27,38,2,20000,0.76800344
24,35,4,30000,0.780892355
3,20,4,30000,0.768838219
7,28,1,5000,0.700891412
10,35,8,10000,0.878965866
30,21,1,20000,0.716284245
37,4,1,20000,0.69391451
5,22,7,5000,0.889791423
9,24,5,5000,0.869504514
42,31,5,10000,0.84256197
18,4,4,20000,0.809101142
23,31,8,10000,0.909269391
5,34,3,20000,0.789366871
48,44,2,5000,0.789263645
50,47,5,5000,0.868642678
12,45,5,20000,0.804796919
29,32,5,5000,0.872792177
33,37,3,30000,0.761287785
21,6,8,30000,0.805787552
46,10,6,30000,0.780679712
20,24,7,20000,0.860863591
27,8,6,5000,0.881956373
38,47,3,30000,0.750175562
25,14,3,10000,0.817070055
48,31,4,20000,0.809040674
35,3,3,10000,0.815553121
32,12,8,5000,0.905211475
42,14,5,10000,0.840942382
27,41,4,5000,0.853399932
45,50,7,5000,0.88233365
30,42,3,20000,0.79323817
5,17,3,20000,0.789345663
48,27,2,5000,0.806509652
45,27,2,20000,0.763227346
2,6,7,10000,0.86520275
47,1,7,5000,0.882397059
37,7,3,5000,0.823770325
31,41,4,30000,0.772123981
18,7,6,5000,0.880651173
23,46,8,5000,0.906015418
43,22,8,10000,0.878434062
40,15,1,5000,0.693434829
3,41,2,10000,0.780532195
8,42,5,5000,0.864380087
44,33,4,10000,0.829420037
44,38,3,20000,0.787732163
33,47,1,20000,0.698162788
23,25,3,10000,0.828331662
46,22,4,10000,0.834424483
3,24,6,30000,0.790218629
32,2,4,10000,0.837208117
1,43,4,5000,0.849643823
2,30,7,20000,0.841165409
48,41,2,10000,0.780434767
47,25,5,20000,0.825965701
49,26,8,30000,0.803617305
44,27,2,30000,0.732481492
5,39,4,10000,0.830275533
38,35,6,30000,0.791381888
40,49,2,30000,0.725424353
20,17,7,5000,0.890289951
17,20,6,30000,0.801067465
43,5,8,10000,0.869611736
11,18,8,20000,0.857117699
41,39,4,10000,0.826385587
30,27,7,10000,0.878587002
9,4,5,10000,0.840651877
8,46,8,30000,0.795243406
13,49,8,20000,0.847894504
22,9,6,20000,0.839398883
9,50,5,30000,0.769355649
37,48,8,30000,0.800242483
19,46,4,30000,0.769118035
6,6,2,5000,0.777241322
14,20,7,10000,0.865187022
50,27,5,10000,0.857492418
29,47,8,5000,0.903377358
8,48,3,30000,0.747299057
17,13,6,5000,0.879919402
40,47,4,5000,0.848771243
36,12,5,20000,0.824806583
8,46,4,10000,0.824286883
48,45,8,30000,0.794327329
49,38,6,10000,0.857155187
12,37,7,30000,0.797164714
39,45,2,5000,0.778976286
30,10,7,10000,0.862196588
3,5,8,5000,0.894845956
5,19,4,5000,0.8545509
38,17,3,20000,0.793711406
9,33,5,30000,0.782355597
35,18,7,10000,0.864678993
19,17,6,20000,0.845918393
35,22,4,5000,0.856593041
22,19,6,5000,0.884004122
25,33,2,10000,0.79623923
37,5,1,30000,0.672294652
50,46,7,20000,0.825997369
4,30,8,30000,0.806427067
40,30,4,5000,0.849837747
22,26,3,10000,0.825554193
24,22,7,10000,0.875303387
37,40,2,30000,0.728143733
33,49,2,5000,0.804723415
10,9,6,10000,0.850298896
21,25,3,10000,0.823674564
7,14,2,30000,0.726567402
27,6,1,10000,0.703075505
33,20,5,20000,0.836035875
27,9,8,10000,0.889889591
45,24,6,30000,0.791943856
6,40,8,30000,0.798108144
12,44,6,10000,0.854039424
38,27,3,5000,0.831660068
19,27,6,5000,0.883700438
5,14,5,5000,0.868930724
50,29,7,20000,0.8395956
35,12,1,10000,0.696924449
42,27,3,30000,0.757376851
24,7,4,5000,0.853787516
29,46,6,5000,0.879217652
50,30,7,10000,0.880375414
16,35,5,10000,0.843965883
47,44,4,20000,0.79685692
44,35,5,5000,0.867756127
26,33,1,5000,0.715489368
28,32,7,20000,0.859747792
50,43,1,30000,0.672209152
47,16,3,20000,0.789462157
9,39,1,30000,0.668114495
4,13,4,10000,0.831517786
42,20,3,5000,0.827518619
38,26,4,30000,0.77804857
44,28,7,5000,0.889542748
43,49,4,30000,0.760716532
48,11,4,10000,0.829941533
12,29,4,5000,0.850994128
32,15,2,30000,0.737259535
1,25,2,20000,0.762465611
3,21,6,20000,0.835751996
40,20,8,5000,0.904856949
11,38,7,10000,0.856891343
26,41,6,20000,0.841036952
22,13,8,30000,0.814909498
24,31,8,20000,0.86897764
50,21,1,20000,0.703471191
10,36,5,10000,0.841000415
16,29,4,30000,0.780564697
47,26,5,30000,0.78130998
34,12,6,20000,0.838491064
39,30,7,10000,0.866592089
50,46,4,10000,0.835314741
28,10,8,10000,0.883334204
18,5,1,20000,0.695855059
45,39,2,5000,0.778976293
5,45,4,30000,0.760109852
18,30,7,5000,0.892823095
30,4,3,20000,0.792132452
12,12,4,5000,0.847635441
17,44,7,5000,0.891233642
35,44,5,10000,0.842427001
37,45,8,20000,0.84886304
8,13,7,30000,0.793436281
3,38,3,10000,0.813921663
24,28,1,30000,0.696983626
35,41,4,5000,0.849696421
29,49,8,5000,0.911206316
8,18,1,10000,0.696753081
5,28,4,30000,0.769895151
41,23,4,20000,0.814243168
16,39,2,20000,0.7613049
40,49,4,5000,0.851994396
2,49,4,10000,0.841562762
1,8,7,20000,0.830974081
17,27,7,5000,0.893660371
31,2,3,5000,0.838819715
38,26,1,20000,0.706180847
21,27,7,30000,0.815698376
26,45,8,20000,0.856313055
1,11,4,5000,0.850818478
45,50,5,30000,0.764774607
35,24,4,5000,0.858318685
42,35,6,5000,0.879227123
24,33,2,5000,0.793197668
15,25,4,20000,0.820121621
10,11,5,10000,0.841206792
46,11,5,10000,0.840877361
20,30,5,10000,0.852969381
50,4,8,30000,0.79152662
26,28,8,20000,0.870634504
18,19,5,30000,0.792131974
48,41,2,30000,0.724489007
45,33,5,30000,0.779017765
43,50,6,10000,0.857786475
38,29,3,5000,0.830312364
21,19,1,30000,0.691404522
13,27,3,30000,0.762466612
46,15,1,10000,0.698456221
3,1,2,5000,0.799889787
17,4,8,20000,0.850719941
25,32,8,30000,0.819460727
45,26,4,5000,0.855367877
11,29,5,10000,0.847157196
44,44,6,30000,0.781483317
37,12,2,5000,0.780591956
20,40,8,20000,0.858308748
13,13,3,5000,0.824304442
15,28,6,5000,0.880521588
10,27,3,10000,0.813721696
45,33,1,10000,0.699218802
2,12,3,5000,0.833297124
4,8,7,5000,0.882894205
31,13,1,10000,0.703234027
15,46,2,30000,0.727622507
12,29,6,10000,0.856182509
50,48,8,30000,0.792005524
39,22,2,5000,0.789655779
11,21,3,30000,0.75699121
29,31,5,5000,0.873158956
25,25,6,10000,0.86643601
30,48,6,10000,0.858381634
45,2,5,5000,0.86433311
11,12,5,10000,0.840709951
34,11,3,5000,0.825509202
47,1,2,20000,0.753696747
45,9,2,10000,0.768210313
38,11,3,30000,0.750407597
28,21,1,10000,0.715900927
20,29,3,10000,0.824473669
36,30,2,5000,0.789543636
20,5,8,30000,0.806013823
35,4,7,5000,0.889436058
35,50,4,30000,0.762125234
33,24,5,5000,0.871898403
37,46,8,30000,0.801251052
30,33,3,5000,0.828848913
3,11,5,30000,0.774888363
39,19,6,30000,0.795720127
16,9,4,20000,0.808902081
21,48,6,20000,0.835845099
16,36,4,5000,0.848327673
20,5,6,5000,0.879921594
23,33,8,30000,0.818495591
6,41,4,5000,0.843965797
20,12,3,10000,0.812898868
8,27,8,30000,0.809624391
9,20,6,10000,0.854178692
2,23,2,10000,0.802423375
27,36,7,20000,0.856015928
17,1,5,5000,0.867406602
30,16,3,5000,0.82991402
27,30,7,10000,0.878490727
14,13,5,20000,0.824760084
3,16,6,5000,0.88035561
22,36,1,20000,0.708741561
41,7,4,30000,0.763606349
23,45,5,10000,0.846031957
49,1,3,30000,0.737396858
18,11,3,20000,0.792692573
46,17,4,30000,0.768617247
10,24,4,30000,0.772920714
3,20,2,5000,0.802859785
41,7,2,5000,0.775233271
18,38,3,5000,0.826067935
17,50,8,5000,0.908931965
37,12,8,30000,0.807508154
20,20,4,5000,0.854292379
28,35,2,30000,0.740102859
32,4,4,30000,0.769874377
12,30,1,20000,0.702561628
38,1,3,10000,0.820586433
43,34,1,20000,0.693339695
40,16,6,10000,0.850966606
9,14,3,5000,0.82315374
3,44,4,10000,0.829526137
26,35,7,30000,0.808916214
23,32,5,30000,0.794840735
30,49,1,20000,0.704227902
50,39,6,30000,0.779405034
26,44,1,30000,0.679292854
5,24,2,20000,0.762901174
7,32,4,30000,0.771421562
27,2,7,20000,0.841595532
1,14,8,20000,0.843710599
39,23,4,10000,0.836111987
17,33,8,5000,0.904497575
49,23,4,20000,0.809990261
10,41,1,20000,0.684314761
10,29,3,10000,0.813065654
40,3,6,30000,0.78317727
39,6,8,30000,0.801458705
38,30,3,30000,0.761973401
26,13,8,20000,0.86214513
28,40,1,10000,0.702892511
21,17,8,5000,0.905462821
25,36,1,5000,0.712772116
16,28,3,20000,0.801792862
31,20,6,5000,0.883316032
47,22,6,10000,0.857315289
17,23,5,10000,0.852956342
4,11,2,30000,0.722677405
21,16,8,30000,0.816595514
27,12,5,10000,0.846833151
1,31,5,10000,0.849057763
44,28,2,20000,0.763330798
45,32,7,30000,0.798170165
35,13,5,5000,0.866203585
37,50,7,20000,0.833450965
17,20,4,5000,0.852056845
40,20,3,20000,0.794015655
16,45,5,30000,0.778683325
39,16,6,20000,0.837495937
14,39,3,20000,0.789702814
14,49,1,30000,0.675585675
41,24,8,30000,0.80997684
44,8,7,30000,0.792019608
48,31,1,10000,0.710480881
22,50,1,10000,0.712149943
5,17,2,5000,0.79038755
49,16,7,30000,0.791688618
23,35,7,30000,0.811123551
40,32,2,30000,0.731026729
34,34,2,10000,0.784149585
15,14,1,30000,0.676340302
26,39,5,10000,0.84701445
49,22,2,20000,0.763030254
41,17,8,5000,0.902111193
42,28,4,5000,0.854932293
45,37,8,5000,0.900797599
13,44,6,30000,0.785835119
24,41,3,20000,0.795026317
13,50,1,20000,0.698145134
21,25,5,5000,0.874528728
45,26,2,30000,0.733043542
18,47,3,30000,0.754837207
5,36,7,10000,0.860924737
20,1,2,30000,0.729552535
2,42,2,20000,0.758893049
2,25,8,5000,0.902055035
30,28,7,10000,0.8757898
37,31,6,5000,0.879474894
39,5,2,10000,0.773454805
49,33,4,20000,0.806641237
44,37,3,30000,0.751926485
17,27,2,20000,0.77332063
13,17,8,20000,0.858636933
38,12,1,30000,0.672715968
35,10,6,10000,0.85147458
42,23,5,5000,0.869100987
34,24,8,5000,0.909136786
21,8,5,5000,0.868828864
3,6,1,5000,0.702194691
49,15,4,30000,0.766462623
34,11,1,30000,0.675787235
50,37,5,10000,0.843862218
4,21,6,20000,0.836011715
31,37,8,10000,0.884769923
31,39,5,5000,0.867147629
18,20,6,20000,0.847772573
15,43,6,20000,0.823418564
9,30,7,30000,0.799376377
10,38,1,10000,0.690833977
48,39,8,5000,0.898186193
12,36,2,5000,0.781625779
12,34,5,10000,0.843922288
4,25,2,20000,0.764384821
4,19,5,5000,0.868070103
26,14,8,30000,0.81580202
20,50,2,10000,0.798730059
32,4,6,5000,0.879889522
34,14,5,10000,0.843216911
44,27,6,30000,0.792289537
11,47,3,5000,0.824629137
20,5,4,30000,0.769151117
23,17,5,30000,0.79301765
18,3,6,20000,0.83360332
42,8,4,10000,0.826029659
20,26,5,5000,0.874830179
25,6,8,5000,0.902874208
4,8,2,20000,0.756507413
45,46,1,5000,0.690782064
36,38,3,20000,0.791671936
22,25,2,20000,0.77847638
22,20,3,10000,0.827521197
35,44,7,5000,0.891390391
9,13,3,10000,0.807792422
16,32,7,10000,0.865379352
41,45,1,5000,0.690392006
28,39,7,30000,0.804202245
13,35,4,30000,0.771197825
16,40,3,5000,0.825226323
20,50,3,20000,0.788506269
15,1,4,10000,0.836479099
35,38,3,30000,0.755725613
39,29,1,20000,0.703169728
27,40,6,20000,0.841841145
13,43,7,20000,0.83696604
7,21,5,30000,0.783439817
8,31,5,5000,0.868032196
5,38,6,10000,0.852795461
20,5,1,20000,0.697969015
41,18,2,30000,0.730599315
48,37,6,30000,0.785875134
18,46,4,20000,0.809082597
16,32,8,20000,0.862722705
22,18,5,30000,0.793676771
42,49,2,10000,0.787712221
23,26,2,20000,0.779029314
8,9,8,20000,0.848264156
13,25,7,30000,0.805986781
45,40,3,30000,0.748760452
38,34,4,10000,0.830041629
38,36,1,5000,0.694217558
2,43,1,5000,0.70865611
40,21,5,10000,0.843557154
12,46,8,5000,0.898865644
4,46,1,10000,0.696381577
10,35,5,20000,0.824282848
48,37,2,10000,0.787775246
35,14,3,5000,0.824887043
32,30,4,5000,0.853790828
47,46,8,10000,0.86979515
24,14,5,10000,0.85012092
34,40,3,10000,0.810145777
21,10,5,5000,0.866608262
3,8,1,5000,0.702373597
20,47,6,20000,0.835779567
16,37,4,10000,0.829967911
43,6,7,20000,0.823914454
12,45,2,30000,0.722584406
32,37,1,10000,0.703371525
20,8,3,5000,0.828403841
12,11,1,20000,0.68755939
40,8,5,30000,0.774494449
7,4,1,10000,0.695256851
48,11,8,10000,0.877660112
6,39,5,30000,0.77544072
32,10,7,20000,0.848213155
42,5,8,20000,0.846809119
47,28,8,20000,0.855476814
44,44,4,5000,0.844313809
13,17,1,30000,0.677292123
10,18,5,20000,0.825837876
18,34,7,20000,0.854994427
37,5,2,20000,0.75755948
34,9,8,5000,0.901592823
29,36,7,10000,0.870014899
29,38,4,5000,0.851986048
21,34,3,20000,0.802066392
23,19,4,30000,0.783724949
25,22,7,30000,0.816292394
50,48,6,5000,0.877332017
26,23,2,10000,0.807728016
36,35,5,5000,0.865701752
28,19,6,10000,0.863898473
14,38,7,30000,0.797852944
12,19,4,10000,0.831136382
46,32,4,30000,0.769135726
16,7,8,20000,0.853339289
47,11,8,20000,0.84662132
36,42,2,10000,0.772330241
27,27,8,20000,0.870608013
17,38,3,30000,0.756269775
19,18,5,30000,0.792042653
18,17,7,20000,0.854954098
20,35,4,5000,0.851102866
14,47,1,30000,0.673073278
11,36,5,20000,0.823872396
36,25,6,30000,0.800529075
11,41,4,30000,0.766211609
22,10,2,5000,0.788180074
8,11,8,5000,0.899278645
20,13,6,20000,0.842240092
47,25,2,30000,0.732065753
39,22,5,10000,0.844694569
36,18,5,5000,0.866058811
28,2,6,10000,0.86165937
2,21,6,10000,0.858971022
43,10,4,30000,0.764011982
17,16,3,20000,0.797794227
14,21,7,30000,0.805809095
39,19,4,5000,0.848631311
40,6,7,20000,0.829347995
22,29,6,10000,0.862943476
11,19,5,20000,0.827365069
49,21,2,10000,0.802301225
46,37,3,10000,0.808914723
11,46,5,5000,0.863906068
6,9,1,30000,0.667674311
16,4,2,30000,0.726305114
14,21,3,10000,0.815025927
21,43,4,30000,0.772393299
2,8,6,30000,0.779863962
7,43,8,10000,0.875130837
1,41,5,30000,0.76936552
39,43,2,20000,0.757069997
13,49,1,10000,0.709414954
10,13,7,5000,0.889445309
17,42,4,30000,0.771204484
43,27,6,10000,0.854950276
50,42,8,30000,0.796393337
32,49,4,5000,0.859262508
1,7,4,20000,0.798724086
29,23,8,10000,0.909647153
18,26,8,30000,0.819031993
11,22,6,5000,0.881875935
2,43,3,10000,0.814085866
4,41,4,5000,0.847968328
6,14,2,5000,0.782651067
13,22,8,20000,0.861460185
11,1,1,10000,0.706663505
18,48,7,10000,0.866114118
50,42,4,10000,0.831822752
44,16,8,30000,0.805050012
37,12,6,5000,0.878011158
37,26,1,10000,0.708304313
41,22,6,20000,0.840451792
43,14,6,30000,0.786098164
34,46,3,30000,0.753826341
12,1,2,10000,0.793516827
46,14,2,30000,0.724209694
15,46,6,30000,0.787112043
11,21,7,30000,0.803518893
32,7,7,10000,0.862300332
8,44,7,30000,0.79186094
30,20,2,10000,0.795932323
9,41,5,30000,0.774397421
40,11,4,20000,0.79069053
50,25,4,10000,0.844443184
11,49,7,5000,0.886653972
18,8,5,20000,0.824811288
12,21,8,30000,0.810313002
9,18,6,30000,0.79103358
1,38,8,30000,0.799145684
35,8,7,20000,0.844552598
24,39,1,10000,0.704586195
28,28,4,10000,0.839464236
10,19,1,10000,0.698965157
22,46,7,5000,0.889208628
1,31,7,5000,0.891351028
15,41,7,30000,0.796988072
50,12,4,30000,0.758437305
40,27,1,20000,0.70265043
34,7,3,20000,0.784423097
8,49,6,10000,0.856673941
20,43,1,20000,0.697442902
30,40,4,10000,0.830775626
39,35,3,30000,0.755376349
31,46,4,20000,0.810329783
35,34,8,30000,0.814770697
17,17,3,30000,0.762722128
18,25,2,10000,0.796358007
46,36,8,20000,0.850625631
11,9,8,5000,0.898701965
38,27,5,30000,0.789475807
35,35,8,20000,0.860246785
33,45,5,5000,0.86865511
24,42,6,30000,0.792571754
8,43,5,30000,0.77499855
41,31,3,10000,0.814279676
33,16,3,5000,0.828472597
35,49,1,30000,0.674687221
27,50,4,30000,0.767127761
35,37,3,20000,0.793747076
40,35,7,5000,0.887558955
50,29,1,20000,0.703843023
21,40,4,20000,0.814354466
37,11,4,20000,0.803480934
42,50,6,20000,0.82118812
26,33,3,30000,0.767307572
18,11,7,20000,0.848515021
8,43,1,10000,0.685888888
13,44,4,5000,0.847777439
20,4,1,10000,0.706225529
38,32,6,5000,0.880397956
37,45,1,10000,0.694688457
